 Step;                               Task;                               File;      Line;                 Function;        Time(s);        Time(%);     Memory(GB);      Memory(%);         CPU(%);Comment;
    0;                         Own: Start;                           main.cpp;        56;                     main;         0.0001;         0.2724;         0.0312;         0.1708;         0.0000;     ;
    1;                   OWN || Read Data;                _own_DataReader.cpp;        17;               DataReader;         0.0006;         2.1854;         0.2031;         1.1102;         0.0000;     ;
    2;       OWN || Found cycles & chains;          _own_CycleChainFinder.cpp;        49;         CycleChainFinder;         0.0038;        14.9736;         0.2812;         1.5371;         0.0000;     ;
    3;                 Own || Built Model;               _own_KidneyModel.cpp;       310;  solvePatternFormulation;         0.0039;        15.3502;         3.8594;        21.0931;         0.0000;     ;
    4;                Own || Solved Model;               _own_KidneyModel.cpp;       315;  solvePatternFormulation;         0.0108;        42.1999;        13.2656;        72.5021;         0.0000;     ;
    5;                 Read instance file;                           main.cpp;        74;                     main;         0.0005;         2.0594;        13.4375;        73.4415;         0.0000;     ;
    6;            Configure solution mode;                           main.cpp;        98;                     main;         0.0000;         0.0046;        13.4375;        73.4415;         0.0000;     ;
    7;              --->>--- MDD ---<<---;               AugmentedNetwork.cpp;       384;                BuildMDDs;         0.0000;         0.0052;        13.4375;        73.4415;         0.0000;     ;
    8;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.5650;        13.4844;        73.6977;         0.0000;     ;
    9;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.5271;        13.5000;        73.7831;         0.0000;     ;
   10;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3900;        13.5000;        73.7831;         0.0000;     ;
   11;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2871;        13.5000;        73.7831;         0.0000;     ;
   12;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2903;        13.5000;        73.7831;         0.0000;     ;
   13;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2918;        13.5000;        73.7831;         0.0000;     ;
   14;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3032;        13.5000;        73.7831;         0.0000;     ;
   15;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3138;        13.5000;        73.7831;         0.0000;     ;
   16;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3189;        13.5000;        73.7831;         0.0000;     ;
   17;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3251;        13.5000;        73.7831;         0.0000;     ;
   18;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3220;        13.5000;        73.7831;         0.0000;     ;
   19;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3337;        13.5000;        73.7831;         0.0000;     ;
   20;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3272;        13.5000;        73.7831;         0.0000;     ;
   21;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3261;        13.5000;        73.7831;         0.0000;     ;
   22;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3195;        13.5000;        73.7831;         0.0000;     ;
   23;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3292;        13.5000;        73.7831;         0.0000;     ;
   24;              --->>--- MDD ---<<---;               AugmentedNetwork.cpp;       424;                BuildMDDs;         0.0001;         0.3396;        13.5000;        73.7831;         0.0000;     ;
   25;          --->>--- BBTree ---<<--- ;                         BBTree.cpp;       188;                   BBTree;         0.0000;         0.0201;        13.5000;        73.7831;         0.0000;     ;
   26;                ->>- Lagrange -<<- ;           LagrangianRelaxation.cpp;        14;                 Lagrange;         0.0000;         0.1033;        13.5000;        73.7831;         0.0000;     ;
   27;                CPLEX - Model built;           LagrangianRelaxation.cpp;        71;                 Lagrange;         0.0002;         0.8179;        13.7344;        75.0640;         0.0000;     ;
   28;         CPLEX - Get some variables;           LagrangianRelaxation.cpp;       115;                 Lagrange;         0.0002;         0.6877;        13.7812;        75.3202;         0.0000;     ;
   29;                      Warm Up phase;           LagrangianRelaxation.cpp;       120;                 Lagrange;         0.0000;         0.0046;        13.7812;        75.3202;         0.0000;     ;
   30;                  Find Longest Path;                    LongestPath.cpp;       203;          FindLongestPath;         0.0000;         0.0080;        13.7812;        75.3202;         0.0000;     ;
   31;                  Find Longest Path;                    LongestPath.cpp;       203;          FindLongestPath;         0.0001;         0.5309;        13.8125;        75.4910;         0.0000;     ;
