 Step;                               Task;                               File;      Line;                 Function;        Time(s);        Time(%);     Memory(GB);      Memory(%);         CPU(%);Comment;
    0;                         Own: Start;                           main.cpp;        55;                     main;         0.0001;         0.0004;         0.0156;         0.0124;         0.0000;     ;
    1;                 Configured Probelm;                           main.cpp;        96;                     main;         0.0446;         0.1604;         0.8125;         0.6443;         0.0000;     ;
    2;              --->>--- MDD ---<<---;               AugmentedNetwork.cpp;       384;                BuildMDDs;         0.0000;         0.0000;         0.8125;         0.6443;         0.0000;     ;
    3;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0049;         0.0177;         0.9844;         0.7806;         0.0000;     ;
    4;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0260;         0.0937;         1.9531;         1.5488;         0.0000;     ;
    5;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0249;         0.0898;         2.3906;         1.8957;         0.0000;     ;
    6;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0337;         0.1212;         2.8281;         2.2426;         0.0000;     ;
    7;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0249;         0.0896;         3.0469;         2.4161;         0.0000;     ;
    8;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0021;         0.0076;         3.0469;         2.4161;         0.0000;     ;
    9;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0946;         0.3406;         6.4844;         5.1419;         0.0000;     ;
   10;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0206;         0.0740;         6.5312;         5.1790;         0.0000;     ;
   11;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0022;         0.0079;         6.5312;         5.1790;         0.0000;     ;
   12;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0214;         0.0772;         6.5312;         5.1790;         0.0000;     ;
