 Step;                               Task;                               File;      Line;                 Function;        Time(s);        Time(%);     Memory(GB);      Memory(%);         CPU(%);Comment;
    0;                    Read user input;                           main.cpp;        43;                     main;         0.0000;         0.2578;         0.0312;         0.2500;         0.0000;     ;
    1;                 Read instance file;                           main.cpp;        52;                     main;         0.0007;         3.7034;         0.2656;         2.1250;         0.0000;     ;
    2;            Configure solution mode;                           main.cpp;        77;                     main;         0.0000;         0.0055;         0.2656;         2.1250;         0.0000;     ;
    3;              --->>--- MDD ---<<---;               AugmentedNetwork.cpp;       384;                BuildMDDs;         0.0000;         0.0066;         0.2656;         2.1250;         0.0000;     ;
    4;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0002;         0.9208;         0.3281;         2.6250;         0.0000;     ;
    5;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.4477;         0.3281;         2.6250;         0.0000;     ;
    6;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3851;         0.3281;         2.6250;         0.0000;     ;
    7;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3915;         0.3281;         2.6250;         0.0000;     ;
    8;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3979;         0.3281;         2.6250;         0.0000;     ;
    9;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.4075;         0.3281;         2.6250;         0.0000;     ;
   10;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.7762;         0.3438;         2.7500;         0.0000;     ;
   11;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.7704;         0.3438;         2.7500;         0.0000;     ;
   12;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0002;         1.1110;         0.3438;         2.7500;         0.0000;     ;
