 Step;                               Task;                               File;      Line;                 Function;        Time(s);        Time(%);     Memory(GB);      Memory(%);         CPU(%);Comment;
    0;                         Own: Start;                           main.cpp;        55;                     main;         0.0000;         0.0002;         0.0156;         0.0754;         0.0000;     ;
    1;                 Configured Probelm;                           main.cpp;        96;                     main;         0.0068;         0.0330;         0.4375;         2.1116;         0.0000;     ;
    2;              --->>--- MDD ---<<---;               AugmentedNetwork.cpp;       384;                BuildMDDs;         0.0000;         0.0000;         0.4375;         2.1116;         0.0000;     ;
    3;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0012;         0.0060;         0.5625;         2.7149;         0.0000;     ;
    4;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0235;         0.1133;         1.8906;         9.1252;         0.0000;     ;
    5;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0052;         0.0250;         2.0469;         9.8793;         0.0000;     ;
    6;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0055;         0.0264;         2.1250;        10.2564;         0.0000;     ;
    7;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0126;         0.0605;         2.2969;        11.0860;         0.0000;     ;
    8;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0044;         0.0214;         2.5000;        12.0664;         0.0000;     ;
    9;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0039;         0.0186;         2.6875;        12.9713;         0.0000;     ;
   10;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0009;         0.0045;         2.6875;        12.9713;         0.0000;     ;
   11;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0042;         0.0205;         2.7188;        13.1222;         0.0000;     ;
   12;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0075;         0.0362;         3.1719;        15.3092;         0.0000;     ;
   13;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0009;         0.0042;         3.1719;        15.3092;         0.0000;     ;
   14;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0028;         0.0137;         3.1875;        15.3846;         0.0000;     ;
   15;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0051;         0.0247;         3.2969;        15.9125;         0.0000;     ;
