 Step;                               Task;                               File;      Line;                 Function;        Time(s);        Time(%);     Memory(GB);      Memory(%);         CPU(%);Comment;
    0;                    Read user input;                           main.cpp;        52;                     main;         0.0000;         0.1156;         0.0312;         0.1820;         0.0000;     ;
    1;                         Own: Start;                           main.cpp;        60;                     main;         0.0000;         0.0448;         0.0312;         0.1820;         0.0000;     ;
    2;                     Own: Read Data;                           main.cpp;        63;                     main;         0.0005;         1.3140;         0.1562;         0.9099;         0.0000;     ;
    3;                  Separate Node Set;          _own_CycleChainFinder.cpp;        30;         CycleChainFinder;         0.0000;         0.1165;         0.1562;         0.9099;         0.0000;     ;
    4;                     Previous style;          _own_CycleChainFinder.cpp;        36;         CycleChainFinder;         0.0069;        17.7058;         0.2031;         1.1829;         0.0000;     ;
    5;                          New style;          _own_CycleChainFinder.cpp;        44;         CycleChainFinder;         0.0038;         9.6953;         0.2500;         1.4559;         0.0000;     ;
    6;                     Other mappings;          _own_CycleChainFinder.cpp;        63;         CycleChainFinder;         0.0033;         8.3620;         0.2656;         1.5469;         0.0000;     ;
    7;       Own: Found Cycles and Chains;                           main.cpp;        67;                     main;         0.0000;         0.0050;         0.2656;         1.5469;         0.0000;     ;
    8;                  Own: Solved Model;                           main.cpp;        77;                     main;         0.0181;        46.0903;        13.5625;        78.9809;         0.0000;     ;
    9;                 Read instance file;                           main.cpp;        91;                     main;         0.0005;         1.1688;        13.6875;        79.7088;         0.0000;     ;
   10;            Configure solution mode;                           main.cpp;       115;                     main;         0.0000;         0.0029;        13.6875;        79.7088;         0.0000;     ;
   11;              --->>--- MDD ---<<---;               AugmentedNetwork.cpp;       384;                BuildMDDs;         0.0000;         0.0037;        13.6875;        79.7088;         0.0000;     ;
   12;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0002;         0.4943;        13.7656;        80.1638;         0.0000;     ;
   13;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.3717;        13.7812;        80.2548;         0.0000;     ;
   14;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2913;        13.7812;        80.2548;         0.0000;     ;
   15;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2066;        13.7812;        80.2548;         0.0000;     ;
   16;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2080;        13.7812;        80.2548;         0.0000;     ;
   17;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2062;        13.7812;        80.2548;         0.0000;     ;
   18;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2278;        13.7812;        80.2548;         0.0000;     ;
   19;                    Build Cycle MDD;               AugmentedNetwork.cpp;       271;            BuildCycleMDD;         0.0001;         0.2256;        13.7812;        80.2548;         0.0000;     ;
